State,District,Name,URL,Party,Office Room,Phone,Committee Assignment
"Michigan","12th","Tlaib, Rashida","https://tlaib.house.gov/","D","2438 RHOB","(202) 225-5126","Financial Services;Oversight and Government Reform"
"Michigan","13th","Thanedar, Shri","https://thanedar.house.gov","D","154 CHOB","(202) 225-5802","Agriculture;Homeland Security"
"Minnesota","1st","Finstad, Brad","https://finstad.house.gov/","R","2418 RHOB","(202) 225-2472","Agriculture;Armed Services;Small Business"
"Minnesota","2nd","Craig, Angie","https://craig.house.gov","D","2052 RHOB","(202) 225-2271","Agriculture"
"Minnesota","3rd","Morrison, Kelly","https://morrison.house.gov/","D","1205 LHOB","(202) 225-2871","Small Business;Veterans' Affairs"
"Minnesota","4th","McCollum, Betty","https://mccollum.house.gov","D","2426 RHOB","(202) 225-6631","Appropriations"
"Minnesota","5th","Omar, Ilhan","https://omar.house.gov/","D","1730 LHOB","(202) 225-4755","Budget;Education and Workforce"
"Minnesota","6th","Emmer, Tom","https://emmer.house.gov/","R","326 CHOB","(202) 225-2331","Financial Services"
"Minnesota","7th","Fischbach, Michelle","https://fischbach.house.gov","R","2229 RHOB","(202) 225-2165","Rules;Ways and Means"
"Minnesota","8th","Stauber, Pete","https://stauber.house.gov","R","145 CHOB","(202) 225-6211","Natural Resources;Transportation and Infrastructure;Small Business"
"Mississippi","1st","Kelly, Trent","https://trentkelly.house.gov/","R","2243 RHOB","(202) 225-4306","Agriculture;Armed Services;Intelligence"
"Mississippi","2nd","Thompson, Bennie","https://benniethompson.house.gov/","D","2466 RHOB","(202) 225-5876","Homeland Security"
"Mississippi","3rd","Guest, Michael","https://guest.house.gov","R","450 CHOB","(202) 225-5031","Appropriations;Homeland Security;Ethics"
"Mississippi","4th","Ezell, Mike","https://ezell.house.gov","R","443 CHOB","(202) 225-5772","Natural Resources;Transportation and Infrastructure"
"Missouri","1st","Bell, Wesley","https://bell.house.gov/","D","1429 LHOB","(202) 225-2406","Armed Services;Oversight and Government Reform"
"Missouri","2nd","Wagner, Ann","https://wagner.house.gov","R","2350 RHOB","(202) 225-1621","Financial Services;Intelligence"
"Missouri","3rd","Onder, Robert","https://onder.house.gov/","R","1113 LHOB","(202) 225-2956","Education and Workforce;Judiciary;Transportation and Infrastructure"
"Missouri","4th","Alford, Mark","https://alford.house.gov","R","328 CHOB","(202) 225-2876","Appropriations;Small Business"
"Missouri","5th","Cleaver, Emanuel","https://cleaver.house.gov","D","2217 RHOB","(202) 225-4535","Financial Services"
"Missouri","6th","Graves, Sam","https://graves.house.gov/","R","1135 LHOB","(202) 225-7041","Armed Services;Transportation and Infrastructure"
"Missouri","7th","Burlison, Eric","https://burlison.house.gov","R","1108 LHOB","(202) 225-6536","Oversight and Government Reform;Transportation and Infrastructure"
"Missouri","8th","Smith, Jason","https://jasonsmith.house.gov","R","1011 LHOB","(202) 225-4404","Joint Committee on Taxation;Ways and Means"
"Montana","1st","Zinke, Ryan","https://zinke.house.gov","R","512 CHOB","(202) 225-5628","Appropriations;Foreign Affairs"
"Montana","2nd","Downing, Troy","https://downing.house.gov/","R","1529 LHOB","(202) 225-3211","Financial Services;Small Business"
"Nebraska","1st","Flood, Mike","https://flood.house.gov/","R","343 CHOB","(202) 225-4806","Financial Services"
"Nebraska","2nd","Bacon, Don","https://bacon.house.gov","R","2104 RHOB","(202) 225-4155","Agriculture;Armed Services"
"Nebraska","3rd","Smith, Adrian","https://adriansmith.house.gov/","R","502 CHOB","(202) 225-6435","Joint Committee on Taxation;Ways and Means"
"Nevada","1st","Titus, Dina","https://titus.house.gov/","D","2370 RHOB","(202) 225-5965","Foreign Affairs;Transportation and Infrastructure"
"Nevada","2nd","Amodei, Mark","https://amodei.house.gov","R","104 CHOB","(202) 225-6155","Appropriations;Natural Resources"
"Nevada","3rd","Lee, Susie","https://susielee.house.gov","D","365 CHOB","(202) 225-3252","Appropriations"
"Nevada","4th","Horsford, Steven","https://horsford.house.gov","D","406 CHOB","(202) 225-9894","Ways and Means"
"New Hampshire","1st","Pappas, Chris","https://pappas.house.gov","D","452 CHOB","(202) 225-5456","Transportation and Infrastructure;Veterans' Affairs"
"New Hampshire","2nd","Goodlander, Maggie","https://goodlander.house.gov/","D","223 CHOB","(202) 225-5206","Armed Services;Small Business"
"New Jersey","1st","Norcross, Donald","https://norcross.house.gov","D","2427 RHOB","(202) 225-6501","Armed Services;Education and Workforce"
"New Jersey","2nd","Van Drew, Jefferson","https://vandrew.house.gov","R","2447 RHOB","(202) 225-6572","Judiciary;Transportation and Infrastructure"
"New Jersey","3rd","Conaway, Herbert","https://conaway.house.gov/","D","1022 LHOB","(202) 225-4765","Small Business;Veterans' Affairs"
"New Jersey","4th","Smith, Christopher","https://chrissmith.house.gov/","R","2373 RHOB","(202) 225-3765","Foreign Affairs"
"New Jersey","5th","Gottheimer, Josh","https://gottheimer.house.gov","D","106 CHOB","(202) 225-4465","Financial Services;Intelligence"
"New Jersey","6th","Pallone, Frank","https://pallone.house.gov","D","2107 RHOB","(202) 225-4671","Energy and Commerce"
"New Jersey","7th","Kean, Thomas","https://kean.house.gov","R","251 CHOB","(202) 225-5361","Foreign Affairs;Energy and Commerce"
"New Jersey","8th","Menendez, Robert","https://menendez.house.gov","D","2453 RHOB","(202) 225-7919","Energy and Commerce"
"New Jersey","9th","Pou, Nellie","https://pou.house.gov/","D","1007 LHOB","(202) 225-5751","Homeland Security;Transportation and Infrastructure"
"New Jersey","10th","McIver, LaMonica","https://mciver.house.gov/","D","426 CHOB","(202) 225-3436","Homeland Security;Small Business"
"New Jersey","11th","Sherrill, Mikie","https://sherrill.house.gov/","D","1427 LHOB","(202) 225-5034","Armed Services;Select Comm on the Strategic Competition US and China"
"New Jersey","12th","Watson Coleman, Bonnie","https://watsoncoleman.house.gov/","D","168 CHOB","(202) 225-5801","Appropriations;Budget"
"New Mexico","1st","Stansbury, Melanie","https://stansbury.house.gov/","D","1421 LHOB","(202) 225-6316","Oversight and Government Reform;Natural Resources"
"New Mexico","2nd","Vasquez, Gabe","https://vasquez.house.gov","D","322 CHOB","(202) 225-2365","Agriculture;Armed Services"
"New Mexico","3rd","Leger Fernandez, Teresa","https://fernandez.house.gov","D","2417 RHOB","(202) 225-6190","Natural Resources;Rules"
"New York","1st","LaLota, Nick","https://lalota.house.gov","R","122 CHOB","(202) 225-3826","Appropriations;Small Business"
"New York","2nd","Garbarino, Andrew","https://garbarino.house.gov","R","2344 RHOB","(202) 225-7896","Financial Services;Homeland Security;Ethics"
"New York","3rd","Suozzi, Thomas R.","https://suozzi.house.gov","D","203 CHOB","(202) 225-3335","Ways and Means"
"New York","4th","Gillen, Laura","https://gillen.house.gov/","D","428 CHOB","(202) 225-5516","Transportation and Infrastructure;Science, Space, and Technology"
"New York","5th","Meeks, Gregory","https://meeks.house.gov","D","2310 RHOB","(202) 225-3461","Financial Services;Foreign Affairs"
"New York","6th","Meng, Grace","https://meng.house.gov","D","2468 RHOB","(202) 225-2601","Appropriations"
"New York","7th","Velazquez, Nydia","https://velazquez.house.gov","D","2302 RHOB","(202) 225-2361","Financial Services;Natural Resources;Small Business"
"New York","8th","Jeffries, Hakeem","https://jeffries.house.gov","D","2267 RHOB","(202) 225-5936",""
"New York","9th","Clarke, Yvette","https://clarke.house.gov/","D","2058 RHOB","(202) 225-6231","Energy and Commerce"
"New York","10th","Goldman, Daniel","https://goldman.house.gov","D","245 CHOB","(202) 225-7944","Homeland Security;Judiciary"
"New York","11th","Malliotakis, Nicole","https://malliotakis.house.gov","R","1124 LHOB","(202) 225-3371","Ways and Means"
"New York","12th","Nadler, Jerrold","https://nadler.house.gov","D","2132 RHOB","(202) 225-5635","Judiciary;Transportation and Infrastructure"
"New York","13th","Espaillat, Adriano","https://espaillat.house.gov","D","2332 RHOB","(202) 225-4365","Appropriations"
"New York","14th","Ocasio-Cortez, Alexandria","https://ocasio-cortez.house.gov/","D","250 CHOB","(202) 225-3965","Energy and Commerce"
"New York","15th","Torres, Ritchie","https://ritchietorres.house.gov","D","1414 LHOB","(202) 225-4361","Financial Services;Select Comm on the Strategic Competition US and China"
"New York","16th","Latimer, George","https://latimer.house.gov/","D","1507 LHOB","(202) 225-2464","Foreign Affairs;Small Business"
"New York","17th","Lawler, Michael","https://lawler.house.gov","R","324 CHOB","(202) 225-6506","Financial Services;Foreign Affairs"
"New York","18th","Ryan, Patrick","https://patryan.house.gov/","D","1708 LHOB","(202) 225-5614","Armed Services;Transportation and Infrastructure"
"New York","19th","Riley, Josh","https://riley.house.gov/","D","128 CHOB","(202) 225-5441","Agriculture;Science, Space, and Technology"
"New York","20th","Tonko, Paul","https://tonko.house.gov/","D","2269 RHOB","(202) 225-5076","Budget;Energy and Commerce"
"New York","21st","Stefanik, Elise","https://stefanik.house.gov/","R","2211 RHOB","(202) 225-4611","Armed Services;Education and Workforce"
"New York","22nd","Mannion, John","https://mannion.house.gov/","D","1516 LHOB","(202) 225-3701","Agriculture;Education and Workforce"
"New York","23rd","Langworthy, Nicholas","https://langworthy.house.gov","R","422 CHOB","(202) 225-3161","Oversight and Government Reform;Energy and Commerce;Rules"
"New York","24th","Tenney, Claudia","https://tenney.house.gov/","R","2230 RHOB","(202) 225-3665","Intelligence;Science, Space, and Technology;Ways and Means"
"New York","25th","Morelle, Joseph","https://morelle.house.gov","D","570 CHOB","(202) 225-3615","Appropriations;House Administration;Joint Committee of Congress on the Library"
"New York","26th","Kennedy, Timothy","https://kennedy.house.gov","D","423 CHOB","(202) 225-3306","Homeland Security;Veterans' Affairs"
"North Carolina","1st","Davis, Donald","https://dondavis.house.gov","D","1123 LHOB","(202) 225-3101","Agriculture;Armed Services"
"North Carolina","2nd","Ross, Deborah","https://ross.house.gov","D","1221 LHOB","(202) 225-3032","Judiciary;Ethics;Science, Space, and Technology"
"North Carolina","3rd","Murphy, Gregory","https://murphy.house.gov","R","407 CHOB","(202) 225-3415","House Administration;Veterans' Affairs;Ways and Means"
"North Carolina","4th","Foushee, Valerie","https://foushee.house.gov","D","2452 RHOB","(202) 225-1784","Transportation and Infrastructure;Science, Space, and Technology"
"North Carolina","5th","Foxx, Virginia","https://foxx.house.gov/","R","2462 RHOB","(202) 225-2071","Education and Workforce;Oversight and Government Reform;Rules"
"North Carolina","6th","McDowell, Addison","https://mcdowell.house.gov/","R","1032 LHOB","(202) 225-3065","Budget;Natural Resources;Transportation and Infrastructure"
"North Carolina","7th","Rouzer, David","https://rouzer.house.gov/","R","2333 RHOB","(202) 225-2731","Agriculture;Transportation and Infrastructure;Science, Space, and Technology"
"North Carolina","8th","Harris, Mark","https://markharris.house.gov/","R","126 CHOB","(202) 225-1976","Agriculture;Education and Workforce;Judiciary"
"North Carolina","9th","Hudson, Richard","https://hudson.house.gov","R","2112 RHOB","(202) 225-3715","Energy and Commerce"
"North Carolina","10th","Harrigan, Pat","https://harrigan.house.gov/","R","1233 LHOB","(202) 225-2576","Armed Services;Science, Space, and Technology"
"North Carolina","11th","Edwards, Chuck","https://edwards.house.gov","R","1505 LHOB","(202) 225-6401","Appropriations;Budget"
"North Carolina","12th","Adams, Alma","https://adams.house.gov","D","2436 RHOB","(202) 225-1510","Agriculture;Education and Workforce"
"North Carolina","13th","Knott, Brad","https://knott.house.gov/","R","1239 LHOB","(202) 225-4531","Homeland Security;Judiciary;Transportation and Infrastructure"
"North Carolina","14th","Moore, Tim","https://timmoore.house.gov/","R","1424 LHOB","(202) 225-5634","Financial Services;Budget"
"North Dakota","At Large","Fedorchak, Julie","https://fedorchak.house.gov/","R","1607 LHOB","(202) 225-2611","Energy and Commerce"
"Northern Mariana Islands","Delegate","King-Hinds, Kimberlyn","https://king-hinds.house.gov/","R","425 CHOB","(202) 225-2646","Transportation and Infrastructure;Small Business;Veterans' Affairs"
"Ohio","1st","Landsman, Greg","https://landsman.house.gov","D","2244 RHOB","(202) 225-2216","Energy and Commerce"
"Ohio","2nd","Taylor, David","https://taylor.house.gov/","R","325 CHOB","(202) 225-3164","Agriculture;Transportation and Infrastructure"
"Ohio","3rd","Beatty, Joyce","https://beatty.house.gov","D","2079 RHOB","(202) 225-4324","Financial Services"
"Ohio","4th","Jordan, Jim","https://jordan.house.gov/","R","2056 RHOB","(202) 225-2676","Oversight and Government Reform;Judiciary"
"Ohio","5th","Latta, Robert","https://latta.house.gov/","R","2470 RHOB","(202) 225-6405","Energy and Commerce"
"Ohio","6th","Rulli, Michael A.","https://rulli.house.gov","R","421 CHOB","(202) 225-5705","Education and Workforce;Energy and Commerce"
"Ohio","7th","Miller, Max","https://maxmiller.house.gov","R","143 CHOB","(202) 225-3876","Science, Space, and Technology;Ways and Means"
"Ohio","8th","Davidson, Warren","https://davidson.house.gov/","R","2113 RHOB","(202) 225-6205","Financial Services;Foreign Affairs"
"Ohio","9th","Kaptur, Marcy","https://kaptur.house.gov/","D","2314 RHOB","(202) 225-4146","Appropriations;Budget"
"Ohio","10th","Turner, Michael","https://turner.house.gov/","R","2183 RHOB","(202) 225-6465","Armed Services;Oversight and Government Reform"
"Ohio","11th","Brown, Shontel","https://shontelbrown.house.gov","D","2455 RHOB","(202) 225-7032","Agriculture;Oversight and Government Reform;Select Comm on the Strategic Competition US and China"
"Ohio","12th","Balderson, Troy","https://balderson.house.gov","R","2429 RHOB","(202) 225-5355","Energy and Commerce"
"Ohio","13th","Sykes, Emilia","https://sykes.house.gov","D","1217 LHOB","(202) 225-6265","Transportation and Infrastructure;Science, Space, and Technology"
"Ohio","14th","Joyce, David","https://joyce.house.gov","R","2065 RHOB","(202) 225-5731","Appropriations"
"Ohio","15th","Carey, Mike","https://carey.house.gov","R","1433 LHOB","(202) 225-2015","Budget;House Administration;Joint Committee of Congress on the Library;Ways and Means"
"Oklahoma","1st","Hern, Kevin","https://hern.house.gov","R","171 CHOB","(202) 225-2211","Ways and Means"
"Oklahoma","2nd","Brecheen, Josh","https://brecheen.house.gov","R","351 CHOB","(202) 225-2701","Budget;Homeland Security"
"Oklahoma","3rd","Lucas, Frank","https://lucas.house.gov","R","2405 RHOB","(202) 225-5565","Agriculture;Financial Services"
"Oklahoma","4th","Cole, Tom","https://cole.house.gov","R","2207 RHOB","(202) 225-6165","Appropriations"
"Oklahoma","5th","Bice, Stephanie","https://bice.house.gov","R","2402 RHOB","(202) 225-2132","Appropriations;House Administration"
"Oregon","1st","Bonamici, Suzanne","https://bonamici.house.gov","D","2231 RHOB","(202) 225-0855","Education and Workforce;Science, Space, and Technology"
"Oregon","2nd","Bentz, Cliff","https://bentz.house.gov","R","409 CHOB","(202) 225-6730","Energy and Commerce;Natural Resources"
"Oregon","3rd","Dexter, Maxine","https://dexter.house.gov/","D","1207 LHOB","(202) 225-4811","Natural Resources;Veterans' Affairs"
"Oregon","4th","Hoyle, Val","https://hoyle.house.gov","D","1620 LHOB","(202) 225-6416","Natural Resources;Transportation and Infrastructure"
"Oregon","5th","Bynum, Janelle","https://bynum.house.gov/","D","1508 LHOB","(202) 225-5711","Financial Services"
"Oregon","6th","Salinas, Andrea","https://salinas.house.gov","D","403 CHOB","(202) 225-5643","Agriculture;Science, Space, and Technology"
"Pennsylvania","1st","Fitzpatrick, Brian","https://fitzpatrick.house.gov/","R","271 CHOB","(202) 225-4276","Intelligence;Ways and Means"
"Pennsylvania","2nd","Boyle, Brendan","https://boyle.house.gov/","D","1502 LHOB","(202) 225-6111","Budget;Ways and Means"
"Pennsylvania","3rd","Evans, Dwight","https://evans.house.gov/","D","1105 LHOB","(202) 225-4001","Ways and Means"
"Pennsylvania","4th","Dean, Madeleine","https://dean.house.gov","D","150 CHOB","(202) 225-4731","Appropriations;Foreign Affairs"
"Pennsylvania","5th","Scanlon, Mary Gay","https://scanlon.house.gov/","D","1214 LHOB","(202) 225-2011","Judiciary;Rules"
"Pennsylvania","6th","Houlahan, Chrissy","https://houlahan.house.gov/","D","1727 LHOB","(202) 225-4315","Armed Services;Intelligence"
"Pennsylvania","7th","Mackenzie, Ryan","https://mackenzie.house.gov/","R","121 CHOB","(202) 225-6411","Education and Workforce;Foreign Affairs;Homeland Security"
"Pennsylvania","8th","Bresnahan, Robert","https://bresnahan.house.gov/","R","1133 LHOB","(202) 225-5546","Agriculture;Transportation and Infrastructure;Small Business"
"Pennsylvania","9th","Meuser, Daniel","https://meuser.house.gov","R","350 CHOB","(202) 225-6511","Financial Services;Small Business"
"Pennsylvania","10th","Perry, Scott","https://perry.house.gov/","R","2160 RHOB","(202) 225-5836","Foreign Affairs;Oversight and Government Reform;Intelligence;Transportation and Infrastructure"
"Pennsylvania","11th","Smucker, Lloyd","https://smucker.house.gov/","R","302 CHOB","(202) 225-2411","Budget;Ways and Means"
"Pennsylvania","12th","Lee, Summer","https://summerlee.house.gov","D","2437 RHOB","(202) 225-2135","Education and Workforce;Oversight and Government Reform"
"Pennsylvania","13th","Joyce, John","https://johnjoyce.house.gov/","R","2102 RHOB","(202) 225-2431","Energy and Commerce"
"Pennsylvania","14th","Reschenthaler, Guy","https://reschenthaler.house.gov/","R","2209 RHOB","(202) 225-2065","Appropriations"
"Pennsylvania","15th","Thompson, Glenn","https://thompson.house.gov","R","400 CHOB","(202) 225-5121","Agriculture;Education and Workforce"
"Pennsylvania","16th","Kelly, Mike","https://kelly.house.gov","R","1707 LHOB","(202) 225-5406","Ways and Means"
"Pennsylvania","17th","Deluzio, Christopher","https://deluzio.house.gov","D","1222 LHOB","(202) 225-2301","Armed Services;Transportation and Infrastructure"
"Puerto Rico","Resident Commissioner","Hernandez, Pablo","https://hernandez.house.gov/","D","1419 LHOB","(202) 225-2615","Homeland Security;Natural Resources"
"Rhode Island","1st","Amo, Gabe","https://amo.house.gov","D","1119 LHOB","(202) 225-4911","Budget;Foreign Affairs;Science, Space, and Technology"
"Rhode Island","2nd","Magaziner, Seth","https://magaziner.house.gov","D","252 CHOB","(202) 225-2735","Homeland Security;Natural Resources"
"South Carolina","1st","Mace, Nancy","https://mace.house.gov","R","1728 LHOB","(202) 225-3176","Armed Services;Oversight and Government Reform;Veterans' Affairs"
"South Carolina","2nd","Wilson, Joe","https://joewilson.house.gov/","R","1436 LHOB","(202) 225-2452","Armed Services;Education and Workforce;Foreign Affairs"
"South Carolina","3rd","Biggs, Sheri","https://sheribiggs.house.gov/","R","1530 LHOB","(202) 225-5301","Foreign Affairs;Homeland Security;Science, Space, and Technology"
"South Carolina","4th","Timmons, William","https://timmons.house.gov/","R","267 CHOB","(202) 225-6030","Financial Services;Oversight and Government Reform"
"South Carolina","5th","Norman, Ralph","https://norman.house.gov","R","569 CHOB","(202) 225-5501","Financial Services;Budget;Rules"
"South Carolina","6th","Clyburn, James","https://clyburn.house.gov/","D","274 CHOB","(202) 225-3315","Appropriations"
"South Carolina","7th","Fry, Russell","https://fry.house.gov","R","345 CHOB","(202) 225-9895","Energy and Commerce;Judiciary"
"South Dakota","At Large","Johnson, Dusty","https://dustyjohnson.house.gov/","R","1714 LHOB","(202) 225-2801","Agriculture;Transportation and Infrastructure;Select Comm on the Strategic Competition US and China"
"Tennessee","1st","Harshbarger, Diana","https://harshbarger.house.gov","R","167 CHOB","(202) 225-6356","Energy and Commerce"
"Tennessee","2nd","Burchett, Tim","https://burchett.house.gov","R","1122 LHOB","(202) 225-5435","Foreign Affairs;Oversight and Government Reform;Transportation and Infrastructure"
"Tennessee","3rd","Fleischmann, Charles","https://fleischmann.house.gov/","R","2187 RHOB","(202) 225-3271","Appropriations;Science, Space, and Technology"
"Tennessee","4th","DesJarlais, Scott","https://desjarlais.house.gov/","R","2304 RHOB","(202) 225-6831","Agriculture;Armed Services"
"Tennessee","5th","Ogles, Andrew","https://ogles.house.gov","R","151 CHOB","(202) 225-4311","Financial Services;Homeland Security"
"Tennessee","6th","Rose, John","https://johnrose.house.gov/","R","2238 RHOB","(202) 225-4231","Agriculture;Financial Services"
"Tennessee","7th","Green, Mark","https://markgreen.house.gov/","R","2446 RHOB","(202) 225-2811","Foreign Affairs;Homeland Security"
"Tennessee","8th","Kustoff, David","https://kustoff.house.gov","R","560 CHOB","(202) 225-4714","Ways and Means"
"Tennessee","9th","Cohen, Steve","https://cohen.house.gov/","D","2268 RHOB","(202) 225-3265","Judiciary;Transportation and Infrastructure"
"Texas","1st","Moran, Nathaniel","https://moran.house.gov","R","1605 LHOB","(202) 225-3035","Ethics;Ways and Means;Select Comm on the Strategic Competition US and China"
"Texas","2nd","Crenshaw, Dan","https://crenshaw.house.gov/","R","248 CHOB","(202) 225-6565","Energy and Commerce;Intelligence"
"Texas","3rd","Self, Keith","https://keithself.house.gov","R","1030 LHOB","(202) 225-4201","Foreign Affairs;Science, Space, and Technology;Veterans' Affairs"
"Texas","4th","Fallon, Pat","https://fallon.house.gov","R","2416 RHOB","(202) 225-6673","Armed Services;Oversight and Government Reform;Intelligence"
"Texas","5th","Gooden, Lance","https://gooden.house.gov","R","2431 RHOB","(202) 225-3484","Armed Services;Judiciary"
"Texas","6th","Ellzey, Jake","https://ellzey.house.gov/","R","1721 LHOB","(202) 225-2002","Appropriations;Small Business"
"Texas","7th","Fletcher, Lizzie","https://fletcher.house.gov","D","2004 RHOB","(202) 225-2571","Energy and Commerce"
"Texas","8th","Luttrell, Morgan","https://luttrell.house.gov","R","444 CHOB","(202) 225-4901","Armed Services;Homeland Security;Veterans' Affairs"
"Texas","9th","Green, Al","https://algreen.house.gov","D","2347 RHOB","(202) 225-7508","Financial Services"
"Texas","10th","McCaul, Michael","https://mccaul.house.gov","R","2300 RHOB","(202) 225-2401","Foreign Affairs;Homeland Security"
"Texas","11th","Pfluger, August","https://pfluger.house.gov","R","2202 RHOB","(202) 225-3605","Homeland Security;Energy and Commerce"
"Texas","12th","Goldman, Craig","https://craiggoldman.house.gov/","R","1716 LHOB","(202) 225-5071","Energy and Commerce"
"Texas","13th","Jackson, Ronny","https://jackson.house.gov","R","125 CHOB","(202) 225-3706","Agriculture;Armed Services;Foreign Affairs;Intelligence"
"Texas","14th","Weber, Randy","https://weber.house.gov","R","107 CHOB","(202) 225-2831","Energy and Commerce;Science, Space, and Technology"
"Texas","15th","De La Cruz, Monica","https://delacruz.house.gov","R","1415 LHOB","(202) 225-9901","Agriculture;Financial Services"
"Texas","16th","Escobar, Veronica","https://escobar.house.gov","D","2448 RHOB","(202) 225-4831","Appropriations;Budget"
"Texas","17th","Sessions, Pete","https://sessions.house.gov","R","2204 RHOB","(202) 225-6105","Financial Services;Oversight and Government Reform"
"Texas","18th","Turner, Sylvester- Vacancy","https://clerk.house.gov/members/TX18/vacancy","D","1318 LHOB","(202) 225-3816",""
"Texas","19th","Arrington, Jodey","https://arrington.house.gov","R","1111 LHOB","(202) 225-4005","Budget;Ways and Means"
"Texas","20th","Castro, Joaquin","https://castro.house.gov","D","2241 RHOB","(202) 225-3236","Foreign Affairs;Intelligence"
"Texas","21st","Roy, Chip","https://roy.house.gov","R","103 CHOB","(202) 225-4236","Budget;Judiciary;Rules"
"Texas","22nd","Nehls, Troy","https://nehls.house.gov","R","1104 LHOB","(202) 225-5951","Judiciary;Transportation and Infrastructure"
"Texas","23rd","Gonzales, Tony","https://gonzales.house.gov","R","2239 RHOB","(202) 225-4511","Appropriations;Homeland Security"
"Texas","24th","Van Duyne, Beth","https://vanduyne.house.gov","R","1725 LHOB","(202) 225-6605","Small Business;Ways and Means"
"Texas","25th","Williams, Roger","https://williams.house.gov","R","2336 RHOB","(202) 225-9896","Financial Services;Small Business"
"Texas","26th","Gill, Brandon","https://gill.house.gov/","R","1305 LHOB","(202) 225-7772","Budget;Oversight and Government Reform;Judiciary"
"Texas","27th","Cloud, Michael","https://cloud.house.gov","R","304 CHOB","(202) 225-7742","Appropriations;Oversight and Government Reform"
"Texas","28th","Cuellar, Henry","https://cuellar.house.gov/","D","2308 RHOB","(202) 225-1640","Appropriations"
"Texas","29th","Garcia, Sylvia","https://sylviagarcia.house.gov/","D","2419 RHOB","(202) 225-1688","Financial Services;Ethics"
"Texas","30th","Crockett, Jasmine","https://crockett.house.gov","D","1616 LHOB","(202) 225-8885","Oversight and Government Reform;Judiciary"
"Texas","31st","Carter, John","https://carter.house.gov/","R","2208 RHOB","(202) 225-3864","Appropriations"
"Texas","32nd","Johnson, Julie","https://juliejohnson.house.gov/","D","221 CHOB","(202) 225-2231","Foreign Affairs;House Administration;Homeland Security;Joint Committee of Congress on the Library"
"Texas","33rd","Veasey, Marc","https://veasey.house.gov","D","2186 RHOB","(202) 225-9897","Energy and Commerce"
"Texas","34th","Gonzalez, Vicente","https://gonzalez.house.gov","D","1201 LHOB","(202) 225-2531","Financial Services"
"Texas","35th","Casar, Greg","https://casar.house.gov","D","446 CHOB","(202) 225-5645","Education and Workforce;Oversight and Government Reform"
"Texas","36th","Babin, Brian","https://babin.house.gov","R","2236 RHOB","(202) 225-1555","Transportation and Infrastructure;Science, Space, and Technology"
"Texas","37th","Doggett, Lloyd","https://doggett.house.gov","D","2307 RHOB","(202) 225-4865","Budget;Joint Committee on Taxation;Ways and Means"
"Texas","38th","Hunt, Wesley","https://hunt.house.gov","R","1520 LHOB","(202) 225-5646","Natural Resources;Judiciary"
"Utah","1st","Moore, Blake","https://blakemoore.house.gov","R","1131 LHOB","(202) 225-0453","Budget;Ways and Means"
"Utah","2nd","Maloy, Celeste","https://maloy.house.gov","R","249 CHOB","(202) 225-9730","Appropriations;Natural Resources"
"Utah","3rd","Kennedy, Mike","https://mikekennedy.house.gov/","R","1626 LHOB","(202) 225-7751","Natural Resources;Transportation and Infrastructure;Science, Space, and Technology"
"Utah","4th","Owens, Burgess","https://owens.house.gov","R","309 CHOB","(202) 225-3011","Education and Workforce;Transportation and Infrastructure"
"Vermont","At Large","Balint, Becca","https://balint.house.gov","D","1510 LHOB","(202) 225-4115","Budget;Judiciary"
"Virginia","1st","Wittman, Robert","https://wittman.house.gov/","R","2055 RHOB","(202) 225-4261","Armed Services;Natural Resources;Select Comm on the Strategic Competition US and China"
"Virginia","2nd","Kiggans, Jennifer","https://kiggans.house.gov","R","152 CHOB","(202) 225-4215","Armed Services;Natural Resources;Veterans' Affairs"
"Virginia","3rd","Scott, Robert","https://bobbyscott.house.gov","D","2328 RHOB","(202) 225-8351","Budget;Education and Workforce"
"Virginia","4th","McClellan, Jennifer","https://mcclellan.house.gov/","D","1628 LHOB","(202) 225-6365","Energy and Commerce"
"Virginia","5th","McGuire, John","https://mcguire.house.gov/","R","1013 LHOB","(202) 225-4711","Armed Services;Oversight and Government Reform"
"Virginia","6th","Cline, Ben","https://cline.house.gov","R","2443 RHOB","(202) 225-5431","Appropriations;Budget;Intelligence;Judiciary"
"Virginia","7th","Vindman, Eugene","https://vindman.house.gov/","D","1005 LHOB","(202) 225-2815","Agriculture;Armed Services"
"Virginia","8th","Beyer, Donald","https://beyer.house.gov","D","1226 LHOB","(202) 225-4376","Ways and Means"
"Virginia","9th","Griffith, H.","https://morgangriffith.house.gov/","R","2110 RHOB","(202) 225-3861","House Administration;Energy and Commerce;Rules"
"Virginia","10th","Subramanyam, Suhas","https://subramanyam.house.gov/","D","1009 LHOB","(202) 225-5136","Oversight and Government Reform;Ethics;Science, Space, and Technology"
"Virginia","11th","Connolly, Gerald","https://connolly.house.gov/","D","2265 RHOB","(202) 225-1492","Foreign Affairs;Oversight and Government Reform"
"Virgin Islands","Delegate","Plaskett, Stacey","https://plaskett.house.gov/","D","2059 RHOB","(202) 225-1790","Budget;Intelligence;Ways and Means"
"Washington","1st","DelBene, Suzan","https://delbene.house.gov","D","2311 RHOB","(202) 225-6311","Ways and Means"
"Washington","2nd","Larsen, Rick","https://larsen.house.gov","D","2163 RHOB","(202) 225-2605","Transportation and Infrastructure"
"Washington","3rd","Perez, Marie","https://gluesenkampperez.house.gov","D","1431 LHOB","(202) 225-3536","Appropriations"
